Patient_ID,EGFR,ERBB2,GRB2,SOS1,KRAS,BRAF,MAPK1,PIK3CA,PTEN,AKT1,MTOR,MYC,PCA_1,PCA_2,Subtype_Cluster
PT-016,9.000533878212005,7.114273954866974,4.14328600155111,5.385977932194548,4.821229771739319,5.5712003952736735,5.378590099658836,4.941736869874502,5.822565025545276,3.7881222202513083,4.642788038346383,5.6851190354587775,1.69,-1.76,2
PT-017,8.671274995304163,6.80340897703041,5.1385447406809455,5.308253903783069,4.2929140510390935,5.122980084756422,5.0465669747568,4.085623761735501,6.786229888278626,5.448627621094587,5.866440994540222,5.843041641627923,1.4,-1.76,2
PT-018,7.3978645056343275,7.049739968067901,5.412028213766928,5.411028760729767,5.412038149044839,8.082185192523777,5.456712408554534,5.908452512144479,7.2632014107945615,5.521113001044639,4.747784604287723,5.607175376394614,1.34,-0.55,2
PT-019,7.881739828369943,7.6105451146079925,4.611709161736718,5.065499311509058,6.851726853338807,3.5061878459266014,5.549008152299611,3.7098273030482787,6.122454507368453,5.871160477573893,5.05142401527637,4.137804177656555,1.18,-2.15,2
PT-020,7.927757032592026,8.34367819914774,4.415706694626291,5.17316687166558,5.036457471923051,4.478719721915346,6.715155271460261,5.507135217854409,4.879885930673915,5.149163451815542,4.47057082818529,5.681946667836979,0.91,-2.1,2
PT-021,7.86598340925384,7.70821084682648,5.403989823184366,5.692604155336097,4.039762874355379,4.732399011327241,4.620043751071235,4.477336613941031,7.9123633922248775,5.323985368768764,3.9912928365319638,5.734289557643821,1.47,-2.16,2
PT-022,10.197724957610106,8.625972208440917,3.784504027236789,4.612612741706998,6.013528919349298,4.433864427504975,5.355055542516983,5.61970724274347,5.758455622737534,4.95237971515056,2.4069861279447418,4.180489886932568,1.6,-3.12,2
PT-023,8.297945478885472,6.80177345442812,6.3059290431453086,3.8558868976314935,4.6479644106424125,5.104592461828873,6.153018631252893,3.8513102790564484,7.430531001723968,5.008186448815669,4.214793079161639,5.369682779410617,1.99,-1.83,2
PT-024,8.659247756458775,7.319826498272964,5.0558416679920155,4.691749122510592,5.090813876200999,5.529704539616837,6.268813452916282,4.009747600938521,8.206426699725014,3.4383297603819987,4.878571923971533,5.470653765187661,2.73,-1.87,2
PT-025,8.724793494188027,7.301840384143524,4.83350219971418,4.605599252272934,4.528508194444631,5.67968167761682,5.285612388772038,4.445672323791476,7.2196799003466,5.2458396167012875,5.650289695071168,5.503703073538889,1.77,-1.87,2
PT-026,7.836803991262342,7.351855167842424,5.597834884098609,5.488296212346772,4.983278724828682,5.093861906647025,6.02213191663074,4.526742888931336,6.93767790493603,4.838245878052884,4.825855037418224,5.879021481589752,1.54,-1.59,2
PT-027,9.160333079190423,8.450807708800511,6.044383045723463,5.016803073306208,5.545562377035971,4.751786594725235,5.2593330819907536,4.895885556505853,6.577596771994174,5.4761256203495305,4.345423453413222,6.673909820548368,1.72,-1.93,2
PT-028,7.695186094800238,6.828649109769814,5.926488698800054,5.6333301551703485,5.4992958536417245,5.502676407411424,4.9902025817224684,4.282196502811335,6.560643646554981,4.45827063079031,5.780095786734201,4.8823540947982895,1.36,-1.28,2
PT-029,7.839602242565991,7.542891326677605,5.3303451634205,4.54902035775682,4.342223683546855,5.19494976919353,5.195973256886978,4.594445459703096,6.1231693555053415,5.185639949886109,3.8415325268021405,3.874028980498756,1.13,-2.33,2
PT-030,7.9252446229980515,7.629242278630522,5.248726052478403,6.180284973559642,5.686127698561616,4.872049176029258,4.984787033677849,4.197976508289753,6.485189491206088,4.769073088863889,5.258174848270472,4.338215245158142,1.26,-1.92,2
PT-031,8.915477211392938,9.026191130402061,4.912991881234514,5.3213693776791535,5.55211519336889,4.679023622491331,5.179273985448334,5.010073920625436,6.578140878839065,4.381592172915627,5.019608139407154,5.39839863299636,1.84,-2.41,2
PT-032,9.660914886236034,8.567416660868165,6.722545966009245,4.38612194968956,5.6978565093765425,5.146673604590681,6.751842346574138,4.353361371715879,5.828222526255379,4.520485883644782,3.3008834205521547,4.579395982655392,2.08,-2.54,2
PT-033,7.892693870757041,7.920315029180966,5.2734047806217275,6.500936671372709,5.76033907054884,4.538477075470078,4.281268262921314,5.393535337205204,5.443813434383486,6.465167012683483,5.943552096577029,4.624659478316236,0.08,-1.87,2
PT-034,7.129492376727298,8.88309789933233,4.9083681237979055,5.99025304957877,3.724457872964506,4.5204999816369815,5.004194959774546,5.037584475011793,6.139947622816605,5.498279945877999,4.145903656493925,4.886096411982965,0.72,-2.58,2
PT-035,8.596236505369518,8.211551067247,5.569291902471112,4.100286326529704,3.7727086634115024,6.022141457518807,5.265851209583674,4.401210770754757,7.740921580418019,5.092539707434287,5.943437747251061,5.054014785128087,2.04,-2.28,2
PT-036,10.14859833990559,9.204272673954563,4.800828681216741,5.777256760763485,5.516300759668118,6.0949052460258795,4.228061231535916,5.548841167998751,7.34673958947967,3.5930084108615086,4.05339318986738,3.3686142577919194,2.15,-3.0,2
PT-037,8.284474532444353,8.37403380463677,6.201885641676823,5.0592758243358205,6.302892436457034,3.8959188334280865,3.6372940485158765,4.955561840882705,6.8072523591514456,4.9738442015247255,3.3460463199680985,4.928703968389769,1.38,-2.2,2
PT-038,7.456424399596117,8.33573803906403,5.293278596877479,4.2480961709381155,4.588906466130645,4.152629182488838,4.949856722181463,5.764113856400991,5.7114191629315645,5.403237212414275,4.5757939053020475,4.365701734190124,0.63,-2.48,2
PT-039,8.414375712036353,6.9718061420645006,4.557080555722254,4.041697685928921,6.571780106333112,5.0282108415773825,4.440219593605931,5.171183928587378,6.410137560247336,4.823224320373422,5.49133336003474,5.606006168037844,1.58,-1.27,2
PT-040,8.075599081911578,7.339345407484256,4.779958642278685,3.1584630682115318,3.7878471502411584,6.09349941395562,6.315974170801027,4.800771168354897,6.961245570444613,5.249000123634829,7.46310464676419,5.895659929147661,1.8,-1.61,2
PT-041,4.897665926815387,4.235567647519659,3.7148429437939416,5.162770908693778,8.194919403772557,6.362197032321861,4.482741692605979,4.134761597108484,6.3497133080580515,5.70531180555956,4.993621886946706,9.18395531111202,1.31,2.07,0
PT-042,5.061894646118095,4.310972638937389,6.218499261815726,5.431128034947727,7.9702030765388345,7.347729057533114,4.299505397292194,3.8937602152285313,5.740942038025313,6.527533312376105,3.8811459409446867,8.450375389352457,0.93,2.17,0
PT-043,4.479485944702539,4.610299692988243,4.526084860608905,4.308807384256147,8.838817302355862,6.83523990687117,5.216365460623871,4.959809512440691,4.808841562506872,4.273949070366721,4.5385829355453335,8.604312980660605,1.32,2.34,0
PT-044,5.400733750099505,4.217955804161159,5.079465844343381,5.601109698697432,7.464475775102902,7.934688153903948,4.469900992843323,5.456478934874528,4.389392674765986,3.556094319468385,3.69796604969347,8.038467957329106,1.02,2.11,0
PT-045,5.207778001377186,4.276546699916473,5.510873967021899,3.6707839501848323,8.747136161082146,6.5311870401900345,4.478531113758272,5.037918937053131,4.3116693077728385,4.69235556461614,5.805034247371553,7.538486504381481,0.89,2.04,0
PT-046,5.668553689652113,4.096234516273905,5.423843342332226,6.15325489652632,6.8226843998981686,6.862483795623619,5.461657701744432,4.837563691165606,5.296916698697047,4.516811850627343,5.0692718299783195,7.875458211686336,0.81,1.54,0
PT-047,5.934225649327846,5.20353667464097,5.270082129660162,4.670498427102026,8.409915020742005,7.153953449744304,5.315561713902637,4.663212415343789,5.2318198855171305,6.660320638916351,5.696899762745354,7.7391811742657275,0.92,1.58,0
PT-048,5.960971137731156,4.673539701582759,3.3695003718577166,4.193530951266077,7.303366463179315,7.2187892127669535,5.014734703351642,6.341149849820226,5.2615418990113305,4.8247195769529085,5.663524464946791,6.2310917527936915,0.72,0.96,0
PT-049,5.1884916464868525,5.616692155109574,3.8171310033761268,5.915003234565543,9.070797125995531,7.167769668879359,5.506225492885028,6.816554286243517,5.145493004046796,5.198576469040269,4.632511280367805,7.320124504428167,0.52,1.59,0
PT-050,5.664268653235396,4.315132939272906,5.057252989775514,4.617874042587907,9.183183860597113,7.7669296842295585,5.830031955406319,4.5919868809162026,4.784100051765303,4.216989027374154,4.6445653919391106,8.301840394435882,1.67,2.4,0
PT-051,5.605590893316282,4.2622677406579,5.695684736084528,6.084510287043961,9.13074792257896,9.001436650046454,4.380968640717142,4.004276237350866,3.577023800876577,6.196835449191346,5.523492525083246,7.955532263271636,0.7,2.89,0
PT-052,5.223974901055856,4.099608762161298,6.956601583693461,5.103376945580182,8.887515835683914,8.080613299118953,5.3848073853893705,5.179107219423305,4.367620435643751,5.3771746857087965,6.5056195971800275,9.076336036923983,0.78,3.08,0
PT-053,6.2745493013115174,4.591027458855052,4.208316143793136,4.899370463920281,8.844579929830957,8.375353214776759,3.6460282962281445,6.223640255568491,4.873593681136809,4.658495144042064,4.190316499791866,6.676114662507384,0.94,1.81,0
PT-054,5.658536467169531,5.0586543737507235,3.968031280207157,3.9639369823491073,8.531372240567897,8.835217220231515,4.792326918909116,3.797485637505515,4.803405548731244,4.781821144201864,2.8424906856467427,7.95656410678575,2.13,2.08,0
PT-055,4.815252375833057,5.556965091850735,6.479164875956276,5.901252023638206,8.584889047556135,6.614779273006664,7.0586878425998885,5.047374747211591,5.011143433530357,4.980699930311998,5.158467808614284,7.884511670460846,0.88,1.74,0
PT-056,4.541070394495811,4.562512847007686,4.973797383827201,4.565260183092988,8.229723373858269,7.585144182153518,4.796018226063316,6.203194390866151,2.8792241532855902,5.873205481537969,5.996868153998103,6.34128781407348,-0.37,2.01,0
PT-057,4.725849924735721,4.702847307203367,3.873990644225743,4.3777466499273,7.911539323627337,8.901816354738898,5.748542714517969,6.017244075995327,5.577337651234588,4.096758583026217,4.580383786976181,8.391499648982334,1.53,2.43,0
PT-058,4.022297752886444,5.57039874413791,4.807739681473492,4.700143353960322,9.368767974562793,7.855410649188832,4.711227067344736,5.927463842691399,4.135149337920082,5.492748485555411,5.474481006374707,7.752362848548808,0.56,2.5,0
PT-059,5.260906417793694,3.9991091388917575,5.739221615365521,4.852078290845609,8.381821583584768,8.339207380669512,4.436525047565793,3.873230962909152,3.754696661180877,5.484807961076512,3.9756565180029737,9.403835345587492,1.19,2.98,0
PT-060,3.334456473693022,6.35716509463203,5.168813973762095,4.922629510503686,8.36406473055284,7.819308891481657,4.969892238060122,5.8826415056132175,5.091382118929632,5.120241409169502,4.709110230228915,7.954443501023146,0.83,2.16,0
PT-061,5.246241415113647,3.6318652858746994,3.9214516623154294,5.594611275218172,8.936692350502353,7.352813330917857,5.014747146452314,5.278065364289337,4.5681922557525105,4.37735621967815,5.1566762040781455,7.2173017779079744,0.76,2.23,0
PT-062,5.326602204571578,3.6379331166097275,5.823324509860515,5.378077985930434,9.004823787451102,8.28615278715641,6.3323795555700615,5.811496052014505,3.527300614934684,3.9763384266114388,4.500145137843457,8.020872840168668,0.77,2.83,0
PT-063,5.414127216375299,4.419404949477228,5.149413411581663,4.395693654117342,8.310785757606443,6.374671122521422,4.261413403111277,3.9186523155069333,4.219301397618134,5.842913437286271,4.240480888934446,10.105905651869913,1.16,2.37,0
PT-064,5.394654320704712,5.147868898955899,4.313313775855029,5.560247903527193,8.339489739009782,7.5976078517162895,7.048067630615035,4.92315208022028,5.919418661028541,4.43745885989929,4.97200920760243,9.416640508508408,1.83,2.13,0
PT-065,4.498426353769786,6.449958846397543,5.56620154836438,4.5500265792845855,9.305926191244417,8.278043559701384,5.4974479697737575,3.743820224087635,4.418290259340105,4.801985091558796,4.940453256719963,8.496537678040543,1.92,2.42,0
PT-066,5.142160800746603,3.931724513031919,5.304158280804771,5.488468596227058,9.247832358344832,8.364624580443698,5.667137723639123,5.367344063382749,4.943867430833082,3.671231253187207,5.343694575306069,8.16615014973049,1.34,2.87,0
PT-067,5.2172630697562985,3.9786011393437524,4.13515476767339,5.842522282666323,8.768355876914676,8.045200557898099,5.0226547009043685,5.023804911596597,5.750627044780798,4.587164217426101,5.076896621552787,7.630179769035966,1.2,2.34,0
PT-068,4.652403018054147,4.752662301225088,5.17770701730697,4.617001102669218,9.804604900458816,6.784314158224397,4.8505026846709125,4.64821515338066,6.157582307482986,5.15724382120926,5.825475631574908,6.811551701570423,1.23,2.01,0
PT-069,5.213640212695407,5.71170463649875,5.06582719142034,5.852384300052281,8.386169239919703,8.627477952148464,6.839118498895401,4.709729151648273,4.643597982879383,6.1627075816941606,6.26365771658457,7.581711978277386,0.94,2.01,0
PT-070,4.663850546323314,4.7745723129115945,3.924439591172578,4.265078442812642,7.996687386598345,6.885761947916697,4.972252090090575,5.187371786029217,6.240400394251262,4.201316767408967,5.787457918781267,7.828808924619593,1.46,1.78,0
PT-071,4.9604290322780535,5.539855593733283,4.101822382750161,5.30592779694724,8.933161766570445,7.893961011206519,5.231334915126254,6.964240111928715,4.489808012598948,4.575202435998546,4.501487578860188,7.555618304671796,0.66,1.99,0
PT-072,4.490090298154786,5.951213224886041,6.136403398391884,4.543402965000419,8.134115541516618,7.877132445109123,4.558221564575223,5.506345454204409,5.16233841668104,3.7874047080022146,6.238004161064049,9.436702138476416,1.56,2.55,0
PT-073,4.509769047612491,4.689838752051212,5.228692312579924,5.26756543198962,9.326835418138264,9.10816363101308,4.85844221800476,4.361362204369237,3.8965446175883782,4.4152559680464645,4.973498421700962,9.43564629081423,1.52,3.47,0
PT-074,4.585910960771063,5.179030361311119,4.9868616831417985,5.950714618758467,10.821545940698897,7.075304981663743,4.608448445985422,5.835328701655258,5.545513191701049,6.477365860588827,5.467142548260771,7.712566327370352,0.45,2.5,0
PT-075,5.472523864553848,5.8869628644663266,5.656385744957891,5.405819224885838,9.653339751671323,8.435436472356539,6.105727192830022,5.518967910071714,4.866305535746516,5.117370949146658,5.965207173206686,7.346451463210212,1.2,2.15,0
PT-076,5.294938647098321,4.6853289501381115,5.022995858347854,6.0227614900858395,8.952879254415922,7.537149238524919,3.9121150872160646,5.597002852821777,5.51638734491286,6.730603778644368,4.753777412037599,8.175320262131152,0.39,2.23,0
PT-077,5.199506946968604,6.2619626238107795,4.923763574090438,5.223217220616271,9.28631720777323,7.649287298525087,4.642853108359577,5.155271994318646,5.858905399887818,4.178787760471152,5.1063757393175,7.439903348048661,1.7,1.74,0
PT-078,5.956037303139874,3.78145047617298,4.552862522182729,5.301769500051616,10.052419223387473,7.44739979114161,4.555840378645441,6.504925655552472,3.841588879667005,3.240955234703934,5.352011560042666,7.598356620517911,0.83,2.57,0
PT-079,4.18301374629543,5.5666851578394825,5.195040571016959,4.548737095410617,7.775756481063285,8.197965862624116,5.520160942366929,4.920659308976494,6.477309596838133,4.143932186939078,3.779579863260209,7.446473544095005,1.79,1.82,0
PT-080,4.963531186915602,5.194671559458153,4.807011153714936,5.281644317211438,7.798768460647644,8.655011683258607,4.934279057285945,5.893836665270502,5.274180277102163,5.365402575323027,5.455813824185763,8.358166848013852,0.91,2.28,0
PT-081,5.514178207894036,6.063322024105945,5.157216935761176,5.56720300607081,4.928211444570219,6.152093772359578,4.458886158352584,9.440752346328653,1.9678736394845249,7.055379918305562,5.102483531928631,4.455158674020096,-2.48,-0.38,1
PT-082,5.672514839190979,4.477900816558087,4.643053253428176,3.488367415243575,4.638154944600739,3.0608965386968343,3.7328777412114214,8.608331724915438,2.628640126920666,8.540366049427972,4.226419085496629,4.961830915086416,-2.75,-0.95,1
PT-083,4.9971179687275455,4.073308248645966,6.20271864141372,5.701889832460537,4.823228660936269,5.021508671195624,5.166706246358042,6.366612105260567,1.8022580939835224,7.654412601601761,4.198703992084067,4.775119765691236,-2.31,0.03,1
PT-084,6.438149221479618,5.512674289013608,4.543056808173763,5.458066225084927,6.119484349268802,5.739706946330215,5.047704295936139,7.482450577835541,2.5585786508908717,8.514788308337401,5.716154576022186,5.508137441345576,-1.82,-0.1,1
PT-085,5.839642172255468,4.571811830751546,6.05391525250746,5.15807968375392,6.660208698100212,4.448649745528345,6.388771042532199,8.158328626770118,1.4788655971084417,7.812891332756543,4.743722153444544,5.339332757121533,-2.42,0.11,1
PT-086,5.4182683904284,4.541039996849137,4.980516326191213,6.713816286889491,6.382034536080569,5.349058935739226,5.03040278253456,8.09602506137461,2.490814378184333,7.381765947841275,4.794098770061324,3.6651327408979286,-2.54,-0.1,1
PT-087,5.319378498084223,5.517756751762192,4.613450830160501,6.259189410632026,4.019387469598127,3.828500095832144,5.179561454847978,8.837678642089724,3.3471421531662955,7.832892589704848,5.862944666745037,4.969193224399434,-2.77,-1.05,1
PT-088,4.861898160047344,5.706927949989338,5.5218583027307355,3.7388862744126,6.181232279780716,6.104073083317961,4.499549838792376,8.316642826749927,2.395224149026191,8.408539012659126,4.5597558769236635,4.462701305649559,-2.11,0.1,1
PT-089,4.979556743206844,5.938183215407491,5.434880123675546,4.703508534331116,5.617358968518676,2.7211659034959395,5.919012560297682,6.60822897697752,1.7100472468774939,7.304264084299085,3.9642548194232754,5.9286614299028155,-1.83,-0.71,1
PT-090,4.625839038950486,5.277203105384572,4.962463536896653,5.3816326617784975,5.061457512848205,3.9736062206491445,5.797013455557712,7.60499473347095,0.754734481072199,7.85750787122727,6.2006078325074485,5.680177393690794,-2.79,-0.12,1
PT-091,4.721078292473712,4.720593836545257,4.742691959026094,6.661398386848672,5.305548361785243,5.344033317752856,5.824226763225473,8.19103132722121,1.792766283343438,8.042920120732017,4.942718992468749,4.970222210792127,-2.88,0.11,1
PT-092,5.582103634909584,5.04155670864584,5.5861120617724636,4.9354267359131345,5.062908152252873,3.401439452374314,5.733062139761985,8.277190780718394,2.798408087887722,5.882995697445049,6.670699763824582,4.888328297475861,-2.01,-0.71,1
PT-093,5.886546253390013,4.1680752582995755,5.490219124050055,4.157267549461075,4.500984831443356,6.531225083093429,4.847454079389323,8.173946298543779,2.696054184551003,8.596545510378084,5.120335124114861,5.29196880197298,-2.22,0.19,1
PT-094,6.92273246819062,4.953904962373132,5.160879237371974,5.84052351680609,5.884420746366387,5.949624244448304,5.510984177623348,7.0855960698156135,3.306745225840877,7.282923685585049,5.242108372191226,4.396579319984514,-1.4,-0.41,1
PT-095,4.948689322725606,5.263009928242784,5.2570857723602185,5.337536603388227,6.290969015246918,5.362827441211184,4.804674691767481,8.771269734630685,2.951576391139713,7.217913747890406,5.477920055879887,5.560938193848719,-2.1,0.35,1
PT-096,4.761949197312006,6.100565450649295,4.879955530373978,5.100461162777234,4.861542540572905,5.012463238065174,4.122979930483838,6.847959293924564,3.275604050579978,7.522430921345338,4.206886120434954,3.277287909117028,-1.84,-1.03,1
PT-097,4.488830601848398,3.9415281652740015,6.313612128109096,5.807853671474107,4.449479723857821,6.801948644275447,5.785412389593276,7.740134893193102,0.00047542810114142853,10.032754058072594,3.888342026589123,3.6836810024344864,-3.82,0.35,1
PT-098,5.818056345607713,6.951801925071418,6.107418254808414,5.4511272960418875,5.4758034733322285,5.682732447024247,5.607142871829412,8.2249531391755,2.083360883161501,8.149925497680382,4.396828328906659,4.775459938506581,-2.09,-0.68,1
PT-099,3.6456345486436916,4.9213282985642,4.209127114279266,4.1171285462273834,5.143915320922782,6.113601829075679,5.73465328480185,6.743599517101458,1.20829749074373,8.952616950390574,4.2140100851693525,4.8202934800023804,-2.36,0.38,1
PT-100,5.440041679219641,4.225324436109092,5.0843004049167675,3.9327796040654364,4.518905884839029,5.255825547314029,3.7256050131746647,8.35237979036832,1.9842897608586547,8.64199196353372,5.179131307251729,6.091312343979076,-2.61,0.22,1
PT-101,5.100179602118326,4.656475567099798,5.097838002425827,5.43463842322911,5.039088056260564,5.032473352963106,4.4384066497545955,7.4696792659592415,0.8779157825602448,9.599661394549551,4.004909411686972,4.445675841763274,-3.24,-0.23,1
PT-102,4.425274187544642,5.715939501555553,4.764040257366378,5.998193658138987,4.461207500604905,5.223195329779042,4.331722357392194,9.716119302218711,1.0499212647763896,8.447856568181622,5.507021504745679,5.331039277961199,-3.56,-0.1,1
PT-103,4.851769872897833,4.896143440213259,5.0350491775832875,4.882398398697209,5.771103293435928,6.768418401273081,4.5540065719937335,6.904157616336738,1.9293743613189962,10.263767470123454,4.357060345624215,6.311293444355254,-2.31,0.87,1
PT-104,6.342160651261152,4.557129406633605,5.4551864633482205,6.302717298502831,4.69669780721001,4.83713571191811,4.534655268841085,7.188194615445706,1.4805779639471943,7.220847786590195,5.027266774607381,4.384021415153087,-2.46,-0.57,1
PT-105,5.1870287294325985,3.755283483037098,5.264704185771565,5.66682316928714,3.4050114859428353,5.299245255878057,5.982135193978634,7.032287185047036,3.3380579094701623,8.535215207492836,4.435990515393273,4.955384737873835,-2.4,-0.37,1
PT-106,5.446661530017378,5.060804313129929,5.431004793957095,4.263461125536507,5.135488659228862,3.8690284024760158,4.91101915092104,7.276873886828168,1.4115760459281868,9.18887454016835,5.873048096475415,5.487310496725741,-2.69,-0.37,1
PT-107,4.1261497882619365,4.746873240244159,5.9704781599833465,5.1133735309119235,6.855463631985355,5.314654271515497,5.153639293192025,7.752706828637999,2.1068327238258258,8.078024130895564,5.566486941350872,5.765361853435667,-2.36,0.96,1
PT-108,4.37120843159364,3.9350136371537774,3.5310357015173626,5.406393061530035,4.117306715060901,3.2776875256380134,5.310862883624772,9.994399613946232,1.995143270768085,8.870792619561314,5.065463486838052,4.9208882774470855,-3.98,-0.58,1
PT-109,5.735261186390215,4.767780364649079,5.213913851257522,5.257358244956811,4.465527637085561,5.793633879629218,4.860032194643673,7.3954038724057245,2.4292078748563224,7.48122561456717,5.0225449258953025,4.992704802684637,-2.0,-0.21,1
PT-110,5.868716452665263,5.3797585863039625,4.979978433003885,5.654213039360229,6.112166039213851,5.44624824508149,5.008282095874704,6.950531014119872,1.1479090695397023,7.955820236516266,4.512390238272573,4.850422957611643,-2.1,-0.11,1
PT-111,5.045319939917686,5.423754203485385,4.943600977552727,5.389201315060961,5.0515795318480965,3.4196267469169026,4.248531684944997,7.884729955422707,1.032244205727114,8.679942983996963,6.2246006658749575,5.975009481357853,-3.08,-0.31,1
PT-112,4.829245703255833,6.192580909479962,5.1189339657616895,4.730331223105568,4.509277869167248,4.758024250809497,4.689458545167017,8.136332977900391,2.1284591848398913,8.20243681612273,5.34955053579708,5.952517019829073,-2.35,-0.37,1
PT-113,5.759643308353059,3.812081625240077,2.9568630920784362,5.747455928991419,3.906497041267663,4.820187678485853,4.063909579152512,6.558415649935984,2.4331701825638303,8.807324128242119,4.538791679418624,2.927166166284072,-2.74,-1.12,1
PT-114,4.5630044413980135,5.313443204322037,3.816870744980697,5.146687935823325,4.987752120661604,5.463433199680871,5.095664294731322,7.221544847294756,2.9572572013315934,8.073176341578424,4.978156368392055,4.253385632741443,-2.06,-0.39,1
PT-115,4.645374199046792,4.292157828778479,4.861643152061261,6.369366784113875,3.9024790856549147,3.7091508816986067,6.176936261994887,7.832541058278507,1.4647418090720663,9.03192374991686,4.515507568210508,6.460807770837549,-3.32,-0.19,1
PT-116,5.542340697071415,4.609670873483438,6.725846570612402,4.515428061597329,5.593676297607446,5.239434064325193,6.041393031519038,9.249208957381482,2.025603319252613,7.597265703723053,5.3679777143512935,4.457827704198315,-2.68,-0.05,1
PT-117,6.610709798021299,5.10922826486619,4.707742758950313,5.147744244691927,3.922298968376243,4.222708769191478,5.96033112635554,7.474484576822883,1.162471213854448,8.629322202021829,5.948563323730397,5.575162648532054,-2.59,-0.92,1
PT-118,5.796838148644653,4.394563929144431,3.862551466606525,6.201066921564389,4.741856128926291,4.799333586835962,6.062555313479247,8.444984007520528,2.3647102176652863,9.932001875920868,4.485185415695885,5.74227210246499,-3.1,-0.35,1
PT-119,5.045610499917667,5.214873823090605,6.222774741130025,5.406268605031699,5.430636863239706,5.858005869847842,4.7080378163656915,7.328632266128794,1.1641526447831732,6.626914728499199,6.644965703952257,4.117433307422654,-2.25,0.15,1
PT-120,4.822997101131382,4.7785493600888636,5.2459253582472805,5.652589770031438,5.688378790687796,4.533538049144849,4.866302628970871,8.22606396039064,1.8010470990531626,9.485876460815994,5.392779961310601,5.587902228839854,-3.18,0.16,1
